Id,SalePrice
1461,122605.0
1462,154828.0
1463,185276.0
1464,178936.0
1465,185677.58
1466,183753.0
1467,170198.0
1468,176881.8
1469,187277.84
1470,114679.0
1471,184855.3
1472,94273.16666666669
1473,90198.0
1474,144603.68
1475,124603.2
1476,310477.74
1477,244253.76
1478,268218.0
1479,331123.42
1480,454811.86
1481,325194.28
1482,200853.44
1483,205732.7
1484,161916.00666666665
1485,174623.1
1486,204139.0
1487,275951.84
1488,248083.16
1489,197669.46
1490,232120.0
1491,189208.0
1492,105018.0
1493,192855.58
1494,274685.6
1495,226062.6
1496,220553.64
1497,191837.0
1498,152950.4533333333
1499,153341.516
1500,156658.22266666667
1501,173284.0
1502,148611.396
1503,264932.1
1504,231743.56
1505,211473.12
1506,169786.1
1507,277138.0
1508,207822.04
1509,162332.0
1510,151857.0
1511,150213.0
1512,169584.0
1513,148655.28
1514,146118.0
1515,194884.0
1516,125761.0
1517,141230.18
1518,138622.0
1519,212380.0
1520,140453.0
1521,144276.0
1522,158633.0
1523,127077.48
1524,116792.16
1525,110386.16
1526,137436.0
1527,111138.2
1528,116863.32
1529,138498.0
1530,149981.0
1531,132008.42
1532,107966.6
1533,119219.84
1534,120505.0
1535,139520.0
1536,100618.0
1537,103186.0
1538,115325.0
1539,181859.16
1540,154813.7
1541,127240.0
1542,141730.0
1543,197917.0
1544,79608.0
1545,102906.0
1546,120832.0
1547,147504.0
1548,130922.76
1549,94602.0
1550,145652.0
1551,107227.2
1552,142287.96
1553,157258.94
1554,106549.48
1555,184661.4
1556,110603.0
1557,123960.0
1558,82482.22
1559,126820.0
1560,127765.5
1561,172768.1
1562,110162.98
1563,110934.64
1564,160711.51
1565,164215.0
1566,221374.0
1567,87052.0
1568,199485.78
1569,140600.64
1570,131647.0
1571,132538.0
1572,117180.0
1573,262771.76
1574,144594.0
1575,213166.0
1576,222080.6
1577,199452.24
1578,127450.0
1579,146406.0
1580,183170.0
1581,152250.0
1582,122106.0
1583,303246.74
1584,248692.0
1585,140857.99999999997
1586,95918.0
1587,121476.18
1588,150388.0
1589,110766.0
1590,127990.09866666667
1591,124286.16
1592,100645.02
1593,111338.52
1594,172168.54
1595,170934.0
1596,206014.0
1597,195539.74
1598,186500.0
1599,126478.02
1600,169144.0
1601,78343.1
1602,95238.0
1603,110347.2
1604,266439.54
1605,236843.4
1606,171928.0
1607,226912.48
1608,211101.16
1609,194262.34
1610,172887.8
1611,159743.0
1612,191545.18
1613,202840.42
1614,127821.2
1615,89696.0
1616,87828.0
1617,90560.0
1618,119500.0
1619,132847.0
1620,271075.54
1621,120550.64
1622,138950.0
1623,248177.22
1624,189224.0
1625,118510.0
1626,167841.38
1627,172746.0
1628,257092.5
1629,173223.8
1630,383372.92
1631,218101.56
1632,295614.74
1633,172844.0
1634,178970.0
1635,182189.4
1636,173298.0
1637,184707.0
1638,197895.74
1639,186920.0
1640,254459.06
1641,187678.0
1642,233805.56
1643,199498.0
1644,220690.0
1645,177965.0
1646,163010.0
1647,159246.0
1648,139168.48
1649,142825.86
1650,120220.0
1651,120203.16
1652,100246.66666666669
1653,106228.83333333331
1654,149114.0
1655,133946.66666666666
1656,144916.68
1657,148734.0
1658,144536.68
1659,128782.0
1660,148745.0
1661,441656.1
1662,355411.52
1663,359986.44
1664,431211.44
1665,310519.84
1666,290537.64
1667,363317.66
1668,328064.24
1669,245032.44
1670,341512.48
1671,321693.78
1672,453493.72
1673,282258.26
1674,241314.94
1675,202125.18
1676,194373.98
1677,198335.36
1678,419139.16
1679,397227.22
1680,351971.06
1681,236788.26
1682,303213.82
1683,181410.7
1684,170432.0
1685,175684.2
1686,171835.4
1687,173060.8
1688,183782.0
1689,179470.8
1690,176418.6
1691,172387.4
1692,211289.5
1693,172443.4
1694,180555.4
1695,178286.0
1696,277373.36
1697,177017.8
1698,351588.4
1699,314385.0
1700,239885.4
1701,269642.0
1702,289609.16
1703,289637.84
1704,286995.02
1705,224746.42
1706,397686.98
1707,235791.82
1708,257768.96
1709,240945.56
1710,219094.14
1711,230735.5
1712,324300.9
1713,267271.06
1714,205039.8
1715,210337.0
1716,179540.54
1717,154912.0
1718,164200.0
1719,214257.76
1720,214442.64
1721,153510.0
1722,153510.0
1723,175660.0
1724,236907.56
1725,235782.2
1726,203478.0
1727,179874.0
1728,181288.0
1729,177051.0
1730,177952.0
1731,130055.0
1732,106731.4
1733,122060.66
1734,129128.0
1735,124221.0
1736,124199.0
1737,252898.0
1738,197064.7
1739,361658.6
1740,345618.28
1741,189676.82
1742,171940.66
1743,178272.0
1744,217578.0
1745,241290.74
1746,188667.16
1747,194770.0
1748,219577.8
1749,165432.0
1750,145599.0
1751,216817.68
1752,113037.46
1753,166273.0
1754,187566.0
1755,166979.82
1756,123378.0
1757,101160.22
1758,145474.0
1759,166730.0
1760,153740.0
1761,148626.0
1762,172086.0
1763,155361.4
1764,117751.5
1765,166478.18
1766,164114.0
1767,194902.0
1768,137972.5
1769,151767.0
1770,120112.16
1771,141587.0
1772,138980.0
1773,137421.5
1774,169182.0
1775,123764.86
1776,144989.82
1777,105696.0
1778,113249.16
1779,130218.0
1780,181069.0
1781,130520.0
1782,109536.0
1783,140968.0
1784,77900.0
1785,111934.5
1786,132806.0
1787,147041.0
1788,70936.44
1789,93065.52
1790,73403.96
1791,198048.12
1792,155266.0
1793,137801.0
1794,125182.2
1795,145278.0
1796,132170.0
1797,119121.66
1798,130763.0
1799,99950.0
1800,143436.0
1801,130338.68
1802,118539.0
1803,163871.0
1804,138096.2
1805,130411.58
1806,131420.04
1807,131507.48
1808,121214.0
1809,137157.0
1810,147032.04
1811,136136.856
1812,130835.18
1813,124704.0
1814,97115.04
1815,74778.0
1816,100578.0
1817,129497.88
1818,133220.0
1819,115568.56
1820,86209.6
1821,99621.2
1822,136854.2
1823,92035.52
1824,147417.25
1825,144838.68
1826,113352.0
1827,103060.0
1828,135260.0
1829,109360.12
1830,147165.0
1831,140158.0
1832,158816.24
1833,169239.24
1834,124840.06
1835,122859.06
1836,126721.5
1837,82471.2
1838,132139.5
1839,74851.0
1840,178634.0
1841,157440.0
1842,101916.0
1843,143442.0
1844,135996.0
1845,146256.38
1846,156842.92
1847,242172.96
1848,101050.0
1849,165540.0
1850,127421.5
1851,155058.0
1852,119624.36
1853,143489.3333333333
1854,114834.0
1855,185484.0
1856,192238.0
1857,200968.0
1858,162435.32
1859,119851.83933333332
1860,145752.96866666665
1861,120014.67933333332
1862,289011.72
1863,282842.8
1864,282816.8
1865,309976.54
1866,326806.3
1867,237372.34
1868,296759.92
1869,199226.16
1870,190263.2
1871,226092.0
1872,177079.44
1873,200314.5
1874,141440.0
1875,216693.96
1876,211653.0
1877,191725.3
1878,218092.0
1879,139341.0
1880,137972.9
1881,253125.12
1882,265728.0
1883,209165.5
1884,223946.0
1885,236300.92
1886,301296.26
1887,225115.8
1888,251654.22
1889,175877.94
1890,141776.0
1891,147389.66666666666
1892,114863.66
1893,147091.0
1894,127586.2
1895,163085.0
1896,117377.32
1897,117648.0
1898,102746.08
1899,134403.0
1900,107610.0
1901,182125.74
1902,161993.18
1903,214189.58
1904,130442.86
1905,166866.4
1906,137231.0
1907,259078.48
1908,96770.0
1909,113578.0
1910,113938.0
1911,208275.2
1912,233450.0
1913,133577.74
1914,90848.22
1915,282139.22
1916,98822.22
1917,257815.0
1918,131534.4
1919,162088.18
1920,224818.0
1921,367800.04
1922,283828.26
1923,188436.0
1924,209689.52
1925,243628.16
1926,362611.34
1927,152718.0
1928,141412.36
1929,121685.0
1930,142632.0
1931,124860.0
1932,133300.64
1933,159730.0
1934,175649.6
1935,177890.0
1936,179610.0
1937,179591.4
1938,202803.3
1939,256313.22
1940,184655.58
1941,182302.1
1942,203916.0
1943,182180.0
1944,317782.42
1945,358980.14
1946,167378.0
1947,316734.58
1948,209831.4
1949,280260.12
1950,166558.64
1951,236330.0
1952,206938.0
1953,164378.54
1954,181464.0
1955,129387.08
1956,247681.38
1957,203032.0
1958,276593.36
1959,147006.0
1960,129103.0
1961,118237.66
1962,100246.66666666669
1963,97820.0
1964,117028.68
1965,146258.0
1966,134386.16666666666
1967,248776.66
1968,413188.52
1969,380317.76
1970,397239.76
1971,371387.92
1972,282674.0
1973,249712.9
1974,316431.6
1975,419486.84
1976,246561.22
1977,362663.66
1978,385721.86
1979,339084.66
1980,206301.8
1981,291837.86
1982,230752.66
1983,230752.66
1984,161140.0
1985,201568.62
1986,239508.44
1987,178114.18
1988,180843.4
1989,200026.0
1990,227405.1
1991,214445.66
1992,224532.16
1993,181916.0
1994,254744.26
1995,186544.0
1996,276791.94
1997,289822.1
1998,359660.34
1999,258095.88
2000,297289.62
2001,249756.0
2002,247405.6
2003,236262.98
2004,238164.04
2005,215847.96
2006,230633.6
2007,275615.0
2008,195136.0
2009,205042.5
2010,192178.0
2011,159994.02
2012,190328.98
2013,186169.3
2014,185286.0
2015,192445.3
2016,210471.0
2017,202687.0
2018,126068.0
2019,107295.92
2020,114093.98
2021,103301.58
2022,190398.58
2023,148302.0
2024,302993.0
2025,342443.3
2026,176490.7
2027,151719.19466666668
2028,152486.06
2029,176182.0
2030,258078.0
2031,191905.6
2032,223917.26
2033,220274.48
2034,163246.66
2035,209541.0
2036,155640.5
2037,155720.5
2038,270095.3
2039,199846.0
2040,274941.4
2041,186159.18
2042,212451.0
2043,150866.38
2044,146200.1
2045,176978.2
2046,121904.0
2047,158029.0
2048,119306.32
2049,126002.1
2050,171322.0
2051,124867.86
2052,139774.0
2053,144502.0
2054,78658.88
2055,153736.0
2056,136835.0
2057,114265.58
2058,198819.48
2059,143306.0
2060,156972.0
2061,165566.0
2062,146096.0
2063,107238.86
2064,129584.5
2065,121789.0
2066,188478.0
2067,139567.0
2068,194902.0
2069,93592.66
2070,107514.0
2071,79379.0
2072,132593.0
2073,135977.86
2074,138180.0
2075,144132.0
2076,117685.0
2077,151670.0
2078,131971.0
2079,130159.0
2080,117716.0
2081,115955.32
2082,146820.0
2083,136362.0
2084,112416.0
2085,133117.0
2086,148358.0
2087,117106.0
2088,109343.2
2089,77704.0
2090,133462.66
2091,142043.74
2092,139449.856
2093,169923.5
2094,106330.8
2095,138810.0
2096,93198.0
2097,83237.08
2098,156558.0
2099,60996.2
2100,153453.4
2101,131936.48
2102,133526.5
2103,81959.52
2104,197690.0
2105,128415.36
2106,97594.0
2107,190407.96
2108,119909.5
2109,133265.0
2110,117115.26
2111,142958.856
2112,144165.25
2113,111118.0
2114,106730.08
2115,140400.04
2116,110541.0
2117,149685.4
2118,126341.04
2119,98061.2
2120,92916.24
2121,111383.0
2122,97304.0
2123,88898.66
2124,167409.62
2125,139649.0
2126,130750.0
2127,147700.0
2128,121981.82
2129,76663.0
2130,149036.0
2131,123844.356
2132,102362.52
2133,106410.0
2134,112544.0
2135,75978.44
2136,121552.52
2137,122812.0
2138,147850.0
2139,163275.36
2140,138893.0
2141,139553.2
2142,150214.0
2143,150643.56666666668
2144,139745.82
2145,121406.0
2146,193534.0
2147,157523.0
2148,130922.0
2149,125880.0
2150,193076.8
2151,98096.0
2152,178810.0
2153,147295.0
2154,128451.2
2155,109260.0
2156,280380.64
2157,207830.54
2158,238648.0
2159,221401.22
2160,171103.94
2161,253693.64
2162,382847.64
2163,321995.44
2164,210538.0
2165,167368.0
2166,141440.0
2167,214299.4
2168,208935.0
2169,188484.0
2170,225393.0
2171,165471.18
2172,144155.0
2173,200794.0
2174,249318.28
2175,218542.78
2176,312366.12
2177,280398.62
2178,207403.0
2179,145364.8095238095
2180,270384.96
2181,191096.76
2182,247365.44
2183,195654.9
2184,149347.0
2185,162168.0
2186,126609.43199999999
2187,159472.0
2188,157565.0
2189,268335.12
2190,92849.5
2191,107131.24
2192,112670.0
2193,100924.0
2194,113308.0
2195,108397.5
2196,131161.5
2197,115602.0
2198,154480.75
2199,153723.5
2200,117955.0
2201,126771.58
2202,162246.68
2203,174483.0
2204,148679.4
2205,113035.0
2206,121219.6
2207,164181.0
2208,210947.18
2209,255694.96
2210,90620.0
2211,111954.0
2212,116218.0
2213,113967.66
2214,132099.34
2215,115511.0
2216,166288.0
2217,114468.86
2218,103795.04
2219,77734.08
2220,80434.88
2221,282139.22
2222,266439.54
2223,342324.36
2224,210662.8
2225,171247.0
2226,240369.16
2227,197664.52
2228,253359.74
2229,220398.18
2230,173080.84
2231,200082.9
2232,227052.08
2233,193655.84
2234,196213.98
2235,225637.0
2236,297053.42
2237,330084.12
2238,201501.2
2239,148188.0
2240,167628.0
2241,167318.0
2242,135052.0
2243,128148.0
2244,85563.0
2245,87225.66666666669
2246,155982.5
2247,91746.0
2248,136530.0
2249,129775.0
2250,132016.0
2251,207304.14
2252,176250.0
2253,171436.0
2254,186446.0
2255,184868.0
2256,185184.1
2257,234400.0
2258,173128.0
2259,183678.0
2260,164678.28
2261,174836.0
2262,196550.0
2263,324087.42
2264,354489.76
2265,196696.18
2266,237585.56
